6300,6350,484,2151,2530,2846,484,2151,2530,2846
6350,6400,488,2168,2550,2869,488,2168,2550,2869
6400,6450,492,2185,2570,2891,492,2185,2570,2891
6450,6500,495,2202,2590,2914,495,2202,2590,2914
6500,6550,499,2219,2610,2936,499,2219,2610,2936
6550,6600,503,2236,2630,2959,503,2236,2630,2959
6600,6650,506,2253,2650,2981,506,2253,2650,2981
6650,6700,506,2270,2670,3004,506,2270,2670,3004
6700,6750,506,2287,2690,3026,506,2287,2690,3026
6750,6800,506,2304,2710,3049,506,2304,2710,3049
6800,6850,506,2321,2730,3071,506,2321,2730,3071
6850,6900,506,2338,2750,3094,506,2338,2750,3094
6900,6950,506,2355,2770,3116,506,2355,2770,3116
6950,7000,506,2372,2790,3139,506,2372,2790,3139
7000,7050,506,2389,2810,3161,506,2389,2810,3161
7050,7100,506,2406,2830,3184,506,2406,2830,3184
7100,7150,506,2423,2850,3206,506,2423,2850,3206
7150,7200,506,2440,2870,3229,506,2440,2870,3229
7200,7250,506,2457,2890,3251,506,2457,2890,3251
7250,7300,506,2474,2910,3274,506,2474,2910,3274
7300,7350,506,2491,2930,3296,506,2491,2930,3296
7350,7400,506,2508,2950,3319,506,2508,2950,3319
7400,7450,506,2525,2970,3341,506,2525,2970,3341
7450,7500,506,2542,2990,3364,506,2542,2990,3364
7500,7550,506,2559,3010,3386,506,2559,3010,3386
7550,7600,506,2576,3030,3409,506,2576,3030,3409
7600,7650,506,2593,3050,3431,506,2593,3050,3431
7650,7700,506,2610,3070,3454,506,2610,3070,3454
7700,7750,506,2627,3090,3476,506,2627,3090,3476
7750,7800,506,2644,3110,3499,506,2644,3110,3499
7800,7850,506,2661,3130,3521,506,2661,3130,3521
7850,7900,506,2678,3150,3544,506,2678,3150,3544
7900,7950,506,2695,3170,3566,506,2695,3170,3566
7950,8000,506,2712,3190,3589,506,2712,3190,3589
8000,8050,506,2729,3210,3611,506,2729,3210,3611
8050,8100,506,2746,3230,3634,506,2746,3230,3634
8100,8150,506,2763,3250,3656,506,2763,3250,3656
8150,8200,506,2780,3270,3679,506,2780,3270,3679
8200,8250,506,2797,3290,3701,506,2797,3290,3701
8250,8300,506,2814,3310,3724,506,2814,3310,3724
8300,8350,501,2831,3330,3746,506,2831,3330,3746
8350,8400,498,2848,3350,3769,506,2848,3350,3769
8400,8450,494,2865,3370,3791,506,2865,3370,3791
8450,8500,490,2882,3390,3814,506,2882,3390,3814
8500,8550,486,2899,3410,3836,506,2899,3410,3836
8550,8600,482,2916,3430,3859,506,2916,3430,3859
8600,8650,479,2933,3450,3881,506,2933,3450,3881
8650,8700,475,2950,3470,3904,506,2950,3470,3904
8700,8750,471,2967,3490,3926,506,2967,3490,3926
8750,8800,467,2984,3510,3949,506,2984,3510,3949
8800,8850,463,3001,3530,3971,506,3001,3530,3971
8850,8900,459,3018,3550,3994,506,3018,3550,3994
8900,8950,456,3035,3570,4016,506,3035,3570,4016
8950,9000,452,3052,3590,4039,506,3052,3590,4039
9000,9050,448,3069,3610,4061,506,3069,3610,4061
9050,9100,444,3086,3630,4084,506,3086,3630,4084
9100,9150,440,3103,3650,4106,506,3103,3650,4106
9150,9200,436,3120,3670,4129,506,3120,3670,4129
9200,9250,433,3137,3690,4151,506,3137,3690,4151
9250,9300,429,3154,3710,4174,506,3154,3710,4174
9300,9350,425,3171,3730,4196,506,3171,3730,4196
9350,9400,421,3188,3750,4219,506,3188,3750,4219
9400,9450,417,3205,3770,4241,506,3205,3770,4241
9450,9500,413,3222,3790,4264,506,3222,3790,4264
9500,9550,410,3239,3810,4286,506,3239,3810,4286
9550,9600,406,3256,3830,4309,506,3256,3830,4309
9600,9650,402,3273,3850,4331,506,3273,3850,4331
9650,9700,398,3290,3870,4354,506,3290,3870,4354
9700,9750,394,3307,3890,4376,506,3307,3890,4376
9750,9800,391,3324,3910,4399,506,3324,3910,4399
9800,9850,387,3341,3930,4421,506,3341,3930,4421
9850,9900,383,3358,3950,4444,506,3358,3950,4444
9900,9950,379,3373,3970,4466,506,3373,3970,4466
9950,10000,375,3373,3990,4489,506,3373,3990,4489
10000,10050,371,3373,4010,4511,506,3373,4010,4511
10050,10100,368,3373,4030,4534,506,3373,4030,4534
10100,10150,364,3373,4050,4556,506,3373,4050,4556
10150,10200,360,3373,4070,4579,506,3373,4070,4579
10200,10250,356,3373,4090,4601,506,3373,4090,4601
10250,10300,352,3373,4110,4624,506,3373,4110,4624
10300,10350,348,3373,4130,4646,506,3373,4130,4646
10350,10400,345,3373,4150,4669,506,3373,4150,4669
10400,10450,341,3373,4170,4691,506,3373,4170,4691
10450,10500,337,3373,4190,4714,506,3373,4190,4714
10500,10550,333,3373,4210,4736,506,3373,4210,4736
10550,10600,329,3373,4230,4759,506,3373,4230,4759
10600,10650,326,3373,4250,4781,506,3373,4250,4781
10650,10700,322,3373,4270,4804,506,3373,4270,4804
10700,10750,318,3373,4290,4826,506,3373,4290,4826
10750,10800,314,3373,4310,4849,506,3373,4310,4849
10800,10850,310,3373,4330,4871,506,3373,4330,4871
10850,10900,306,3373,4350,4894,506,3373,4350,4894
10900,10950,303,3373,4370,4916,506,3373,4370,4916
10950,11000,299,3373,4390,4939,506,3373,4390,4939
11000,11050,295,3373,4410,4961,506,3373,4410,4961
11050,11100,291,3373,4430,4984,506,3373,4430,4984
11100,11150,287,3373,4450,5006,506,3373,4450,5006
11150,11200,283,3373,4470,5029,506,3373,4470,5029
11200,11250,280,3373,4490,5051,506,3373,4490,5051
11250,11300,276,3373,4510,5074,506,3373,4510,5074
11300,11350,272,3373,4530,5096,506,3373,4530,5096
11350,11400,268,3373,4550,5119,506,3373,4550,5119
11400,11450,264,3373,4570,5141,506,3373,4570,5141
11450,11500,260,3373,4590,5164,506,3373,4590,5164
11500,11550,257,3373,4610,5186,506,3373,4610,5186
11550,11600,253,3373,4630,5209,506,3373,4630,5209
11600,11650,249,3373,4650,5231,506,3373,4650,5231
11650,11700,245,3373,4670,5254,506,3373,4670,5254
11700,11750,241,3373,4690,5276,506,3373,4690,5276
11750,11800,238,3373,4710,5299,506,3373,4710,5299
11800,11850,234,3373,4730,5321,506,3373,4730,5321
11850,11900,230,3373,4750,5344,506,3373,4750,5344
11900,11950,226,3373,4770,5366,506,3373,4770,5366
11950,12000,222,3373,4790,5389,506,3373,4790,5389
12000,12050,218,3373,4810,5411,506,3373,4810,5411
12050,12100,215,3373,4830,5434,506,3373,4830,5434
12100,12150,211,3373,4850,5456,506,3373,4850,5456
12150,12200,207,3373,4870,5479,506,3373,4870,5479
12200,12250,203,3373,4890,5501,506,3373,4890,5501
12250,12300,199,3373,4910,5524,506,3373,4910,5524
12300,12350,195,3373,4930,5546,506,3373,4930,5546
12350,12400,192,3373,4950,5569,506,3373,4950,5569
12400,12450,188,3373,4970,5591,506,3373,4970,5591
12450,12500,184,3373,4990,5614,506,3373,4990,5614
12500,12550,180,3373,5010,5636,506,3373,5010,5636
12550,12600,176,3373,5030,5659,506,3373,5030,5659
12600,12650,173,3373,5050,5681,506,3373,5050,5681
12650,12700,169,3373,5070,5704,506,3373,5070,5704
12700,12750,165,3373,5090,5726,506,3373,5090,5726
12750,12800,161,3373,5110,5749,506,3373,5110,5749
12800,12850,157,3373,5130,5771,506,3373,5130,5771
12850,12900,153,3373,5150,5794,506,3373,5150,5794
12900,12950,150,3373,5170,5816,506,3373,5170,5816
12950,13000,146,3373,5190,5839,506,3373,5190,5839
13000,13050,142,3373,5210,5861,506,3373,5210,5861
13050,13100,138,3373,5230,5884,506,3373,5230,5884
13100,13150,134,3373,5250,5906,506,3373,5250,5906
13150,13200,130,3373,5270,5929,506,3373,5270,5929
13200,13250,127,3373,5290,5951,506,3373,5290,5951
13250,13300,123,3373,5310,5974,506,3373,5310,5974
13300,13350,119,3373,5330,5996,506,3373,5330,5996
13350,13400,115,3373,5350,6019,506,3373,5350,6019
13400,13450,111,3373,5370,6041,506,3373,5370,6041
13450,13500,107,3373,5390,6064,506,3373,5390,6064
13500,13550,104,3373,5410,6086,506,3373,5410,6086
13550,13600,100,3373,5430,6109,506,3373,5430,6109
13600,13650,96,3373,5450,6131,506,3373,5450,6131
13650,13700,92,3373,5470,6154,506,3373,5470,6154
13700,13750,88,3373,5490,6176,506,3373,5490,6176
13750,13800,85,3373,5510,6199,506,3373,5510,6199
13800,13850,81,3373,5530,6221,506,3373,5530,6221
13850,13900,77,3373,5550,6244,501,3373,5550,6244
13900,13950,73,3373,5572,6269,498,3373,5572,6269
13950,14000,69,3373,5572,6269,494,3373,5572,6269
14000,14050,65,3373,5572,6269,490,3373,5572,6269
14050,14100,62,3373,5572,6269,486,3373,5572,6269
14100,14150,58,3373,5572,6269,482,3373,5572,6269
14150,14200,54,3373,5572,6269,479,3373,5572,6269
14200,14250,50,3373,5572,6269,475,3373,5572,6269
14250,14300,46,3373,5572,6269,471,3373,5572,6269
14300,14350,42,3373,5572,6269,467,3373,5572,6269
14350,14400,39,3373,5572,6269,463,3373,5572,6269
14400,14450,35,3373,5572,6269,459,3373,5572,6269
14450,14500,31,3373,5572,6269,456,3373,5572,6269
14500,14550,27,3373,5572,6269,452,3373,5572,6269
14550,14600,23,3373,5572,6269,448,3373,5572,6269
14600,14650,20,3373,5572,6269,444,3373,5572,6269
14650,14700,16,3373,5572,6269,440,3373,5572,6269
14700,14750,12,3373,5572,6269,436,3373,5572,6269
14750,14800,8,3373,5572,6269,433,3373,5572,6269
14800,14850,4,3373,5572,6269,429,3373,5572,6269
14850,14900,*,3373,5572,6269,425,3373,5572,6269
14900,14950,0,3373,5572,6269,421,3373,5572,6269
14950,15000,0,3373,5572,6269,417,3373,5572,6269
15000,15050,0,3373,5572,6269,413,3373,5572,6269
15050,15100,0,3373,5572,6269,410,3373,5572,6269
15100,15150,0,3373,5572,6269,406,3373,5572,6269
15150,15200,0,3373,5572,6269,402,3373,5572,6269
15200,15250,0,3373,5572,6269,398,3373,5572,6269
15250,15300,0,3373,5572,6269,394,3373,5572,6269
15300,15350,0,3373,5572,6269,391,3373,5572,6269
15350,15400,0,3373,5572,6269,387,3373,5572,6269
15400,15450,0,3373,5572,6269,383,3373,5572,6269
15450,15500,0,3373,5572,6269,379,3373,5572,6269
15500,15550,0,3373,5572,6269,375,3373,5572,6269
15550,15600,0,3373,5572,6269,371,3373,5572,6269
15600,15650,0,3373,5572,6269,368,3373,5572,6269
15650,15700,0,3373,5572,6269,364,3373,5572,6269
15700,15750,0,3373,5572,6269,360,3373,5572,6269
15750,15800,0,3373,5572,6269,356,3373,5572,6269
15800,15850,0,3373,5572,6269,352,3373,5572,6269
15850,15900,0,3373,5572,6269,348,3373,5572,6269
15900,15950,0,3373,5572,6269,345,3373,5572,6269
15950,16000,0,3373,5572,6269,341,3373,5572,6269
16000,16050,0,3373,5572,6269,337,3373,5572,6269
16050,16100,0,3373,5572,6269,333,3373,5572,6269
16100,16150,0,3373,5572,6269,329,3373,5572,6269
16150,16200,0,3373,5572,6269,326,3373,5572,6269
16200,16250,0,3373,5572,6269,322,3373,5572,6269
16250,16300,0,3373,5572,6269,318,3373,5572,6269
16300,16350,0,3373,5572,6269,314,3373,5572,6269
16350,16400,0,3373,5572,6269,310,3373,5572,6269
16400,16450,0,3373,5572,6269,306,3373,5572,6269
16450,16500,0,3373,5572,6269,303,3373,5572,6269
16500,16550,0,3373,5572,6269,299,3373,5572,6269
16550,16600,0,3373,5572,6269,295,3373,5572,6269
16600,16650,0,3373,5572,6269,291,3373,5572,6269
16650,16700,0,3373,5572,6269,287,3373,5572,6269
16700,16750,0,3373,5572,6269,283,3373,5572,6269
16750,16800,0,3373,5572,6269,280,3373,5572,6269
16800,16850,0,3373,5572,6269,276,3373,5572,6269
16850,16900,0,3373,5572,6269,272,3373,5572,6269
16900,16950,0,3373,5572,6269,268,3373,5572,6269
16950,17000,0,3373,5572,6269,264,3373,5572,6269
17000,17050,0,3373,5572,6269,260,3373,5572,6269
17050,17100,0,3373,5572,6269,257,3373,5572,6269
17100,17150,0,3373,5572,6269,253,3373,5572,6269
17150,17200,0,3373,5572,6269,249,3373,5572,6269
17200,17250,0,3373,5572,6269,245,3373,5572,6269
17250,17300,0,3373,5572,6269,241,3373,5572,6269
17300,17350,0,3373,5572,6269,238,3373,5572,6269
17350,17400,0,3373,5572,6269,234,3373,5572,6269
17400,17450,0,3373,5572,6269,230,3373,5572,6269
17450,17500,0,3373,5572,6269,226,3373,5572,6269
17500,17550,0,3373,5572,6269,222,3373,5572,6269
17550,17600,0,3373,5572,6269,218,3373,5572,6269
17600,17650,0,3373,5572,6269,215,3373,5572,6269
17650,17700,0,3373,5572,6269,211,3373,5572,6269
17700,17750,0,3373,5572,6269,207,3373,5572,6269
17750,17800,0,3373,5572,6269,203,3373,5572,6269
17800,17850,0,3373,5572,6269,199,3373,5572,6269
17850,17900,0,3373,5572,6269,195,3373,5572,6269
17900,17950,0,3373,5572,6269,192,3373,5572,6269
17950,18000,0,3373,5572,6269,188,3373,5572,6269
18000,18050,0,3373,5572,6269,184,3373,5572,6269
18050,18100,0,3373,5572,6269,180,3373,5572,6269
18100,18150,0,3373,5572,6269,176,3373,5572,6269
18150,18200,0,3373,5572,6269,173,3373,5572,6269
18200,18250,0,3367,5565,6261,169,3373,5572,6269
18250,18300,0,3359,5554,6251,165,3373,5572,6269
18300,18350,0,3351,5544,6240,161,3373,5572,6269
18350,18400,0,3343,5533,6230,157,3373,5572,6269
18400,18450,0,3335,5523,6219,153,3373,5572,6269
18450,18500,0,3327,5512,6208,150,3373,5572,6269
18500,18550,0,3319,5501,6198,146,3373,5572,6269
18550,18600,0,3311,5491,6187,142,3373,5572,6269
18600,18650,0,3303,5480,6177,138,3373,5572,6269
18650,18700,0,3295,5470,6166,134,3373,5572,6269
18700,18750,0,3287,5459,6156,130,3373,5572,6269
18750,18800,0,3279,5449,6145,127,3373,5572,6269
18800,18850,0,3271,5438,6135,123,3373,5572,6269
18850,18900,0,3263,5428,6124,119,3373,5572,6269
18900,18950,0,3255,5417,6114,115,3373,5572,6269
18950,19000,0,3247,5407,6103,111,3373,5572,6269
19000,19050,0,3239,5396,6093,107,3373,5572,6269
19050,19100,0,3231,5386,6082,104,3373,5572,6269
19100,19150,0,3223,5375,6072,100,3373,5572,6269
19150,19200,0,3215,5365,6061,96,3373,5572,6269
19200,19250,0,3207,5354,6051,92,3373,5572,6269
19250,19300,0,3199,5343,6040,88,3373,5572,6269
19300,19350,0,3191,5333,6029,85,3373,5572,6269
19350,19400,0,3183,5322,6019,81,3373,5572,6269
19400,19450,0,3175,5312,6008,77,3373,5572,6269
19450,19500,0,3167,5301,5998,73,3373,5572,6269
19500,19550,0,3159,5291,5987,69,3373,5572,6269
19550,19600,0,3151,5280,5977,65,3373,5572,6269
19600,19650,0,3143,5270,5966,62,3373,5572,6269
19650,19700,0,3135,5259,5956,58,3373,5572,6269
19700,19750,0,3128,5249,5945,54,3373,5572,6269
19750,19800,0,3120,5238,5935,50,3373,5572,6269
19800,19850,0,3112,5228,5924,46,3373,5572,6269
19850,19900,0,3104,5217,5914,42,3373,5572,6269
19900,19950,0,3096,5207,5903,39,3373,5572,6269
19950,20000,0,3088,5196,5893,35,3373,5572,6269
20000,20050,0,3080,5186,5882,31,3373,5572,6269
20050,20100,0,3072,5175,5872,27,3373,5572,6269
20100,20150,0,3064,5164,5861,23,3373,5572,6269
20150,20200,0,3056,5154,5850,20,3373,5572,6269
20200,20250,0,3048,5143,5840,16,3373,5572,6269
20250,20300,0,3040,5133,5829,12,3373,5572,6269
20300,20350,0,3032,5122,5819,8,3373,5572,6269
20350,20400,0,3024,5112,5808,4,3373,5572,6269
20400,20450,0,3016,5101,5798,*,3373,5572,6269
20450,20500,0,3008,5091,5787,0,3373,5572,6269
20500,20550,0,3000,5080,5777,0,3373,5572,6269
20550,20600,0,2992,5070,5766,0,3373,5572,6269
20600,20650,0,2984,5059,5756,0,3373,5572,6269
20650,20700,0,2976,5049,5745,0,3373,5572,6269
20700,20750,0,2968,5038,5735,0,3373,5572,6269
20750,20800,0,2960,5028,5724,0,3373,5572,6269
20800,20850,0,2952,5017,5714,0,3373,5572,6269
20850,20900,0,2944,5007,5703,0,3373,5572,6269
20900,20950,0,2936,4996,5693,0,3373,5572,6269
20950,21000,0,2928,4985,5682,0,3373,5572,6269
21000,21050,0,2920,4975,5671,0,3373,5572,6269
21050,21100,0,2912,4964,5661,0,3373,5572,6269
21100,21150,0,2904,4954,5650,0,3373,5572,6269
21150,21200,0,2896,4943,5640,0,3373,5572,6269
21200,21250,0,2888,4933,5629,0,3373,5572,6269
21250,21300,0,2880,4922,5619,0,3373,5572,6269
21300,21350,0,2872,4912,5608,0,3373,5572,6269
21350,21400,0,2864,4901,5598,0,3373,5572,6269
21400,21450,0,2856,4891,5587,0,3373,5572,6269
21450,21500,0,2848,4880,5577,0,3373,5572,6269
21500,21550,0,2840,4870,5566,0,3373,5572,6269
21550,21600,0,2832,4859,5556,0,3373,5572,6269
21600,21650,0,2824,4849,5545,0,3373,5572,6269
21650,21700,0,2816,4838,5535,0,3373,5572,6269
21700,21750,0,2808,4828,5524,0,3373,5572,6269
21750,21800,0,2800,4817,5513,0,3373,5572,6269
21800,21850,0,2792,4806,5503,0,3373,5572,6269
21850,21900,0,2784,4796,5492,0,3373,5572,6269
21900,21950,0,2776,4785,5482,0,3373,5572,6269
21950,22000,0,2768,4775,5471,0,3373,5572,6269
22000,22050,0,2760,4764,5461,0,3373,5572,6269
22050,22100,0,2752,4754,5450,0,3373,5572,6269
22100,22150,0,2744,4743,5440,0,3373,5572,6269
22150,22200,0,2736,4733,5429,0,3373,5572,6269
22200,22250,0,2728,4722,5419,0,3373,5572,6269
22250,22300,0,2720,4712,5408,0,3373,5572,6269
22300,22350,0,2712,4701,5398,0,3373,5572,6269
22350,22400,0,2704,4691,5387,0,3373,5572,6269
22400,22450,0,2696,4680,5377,0,3373,5572,6269
22450,22500,0,2688,4670,5366,0,3373,5572,6269
22500,22550,0,2680,4659,5356,0,3373,5572,6269
22550,22600,0,2672,4649,5345,0,3373,5572,6269
22600,22650,0,2664,4638,5334,0,3373,5572,6269
22650,22700,0,2656,4627,5324,0,3373,5572,6269
22700,22750,0,2648,4617,5313,0,3373,5572,6269
22750,22800,0,2640,4606,5303,0,3373,5572,6269
22800,22850,0,2632,4596,5292,0,3373,5572,6269
22850,22900,0,2624,4585,5282,0,3373,5572,6269
22900,22950,0,2616,4575,5271,0,3373,5572,6269
22950,23000,0,2608,4564,5261,0,3373,5572,6269
23000,23050,0,2600,4554,5250,0,3373,5572,6269
23050,23100,0,2592,4543,5240,0,3373,5572,6269
23100,23150,0,2584,4533,5229,0,3373,5572,6269
23150,23200,0,2576,4522,5219,0,3373,5572,6269
23200,23250,0,2568,4512,5208,0,3373,5572,6269
23250,23300,0,2560,4501,5198,0,3373,5572,6269
23300,23350,0,2552,4491,5187,0,3373,5572,6269
23350,23400,0,2544,4480,5177,0,3373,5572,6269
23400,23450,0,2536,4470,5166,0,3373,5572,6269
23450,23500,0,2528,4459,5155,0,3373,5572,6269
23500,23550,0,2520,4448,5145,0,3373,5572,6269
23550,23600,0,2512,4438,5134,0,3373,5572,6269
23600,23650,0,2504,4427,5124,0,3373,5572,6269
23650,23700,0,2496,4417,5113,0,3373,5572,6269
23700,23750,0,2488,4406,5103,0,3373,5572,6269
23750,23800,0,2480,4396,5092,0,3367,5565,6261
23800,23850,0,2472,4385,5082,0,3359,5554,6251
23850,23900,0,2464,4375,5071,0,3351,5544,6240
23900,23950,0,2456,4364,5061,0,3343,5533,6230
23950,24000,0,2448,4354,5050,0,3335,5523,6219
24000,24050,0,2440,4343,5040,0,3327,5512,6208
24050,24100,0,2432,4333,5029,0,3319,5501,6198
24100,24150,0,2424,4322,5019,0,3311,5491,6187
24150,24200,0,2416,4312,5008,0,3303,5480,6177
24200,24250,0,2408,4301,4998,0,3295,5470,6166
24250,24300,0,2400,4290,4987,0,3287,5459,6156
24300,24350,0,2392,4280,4976,0,3279,5449,6145
24350,24400,0,2384,4269,4966,0,3271,5438,6135
24400,24450,0,2376,4259,4955,0,3263,5428,6124
24450,24500,0,2368,4248,4945,0,3255,5417,6114
24500,24550,0,2360,4238,4934,0,3247,5407,6103
24550,24600,0,2352,4227,4924,0,3239,5396,6093
24600,24650,0,2344,4217,4913,0,3231,5386,6082
24650,24700,0,2336,4206,4903,0,3223,5375,6072
24700,24750,0,2329,4196,4892,0,3215,5365,6061
24750,24800,0,2321,4185,4882,0,3207,5354,6051
24800,24850,0,2313,4175,4871,0,3199,5343,6040
24850,24900,0,2305,4164,4861,0,3191,5333,6029
24900,24950,0,2297,4154,4850,0,3183,5322,6019
24950,25000,0,2289,4143,4840,0,3175,5312,6008
25000,25050,0,2281,4133,4829,0,3167,5301,5998
25050,25100,0,2273,4122,4819,0,3159,5291,5987
25100,25150,0,2265,4111,4808,0,3151,5280,5977
25150,25200,0,2257,4101,4797,0,3143,5270,5966
25200,25250,0,2249,4090,4787,0,3135,5259,5956
25250,25300,0,2241,4080,4776,0,3128,5249,5945
25300,25350,0,2233,4069,4766,0,3120,5238,5935
25350,25400,0,2225,4059,4755,0,3112,5228,5924
25400,25450,0,2217,4048,4745,0,3104,5217,5914
25450,25500,0,2209,4038,4734,0,3096,5207,5903
25500,25550,0,2201,4027,4724,0,3088,5196,5893
25550,25600,0,2193,4017,4713,0,3080,5186,5882
